location_unit,location_id,feature_window,scoring_period,april_volume_actual,workload_score,predicted_tier,high_workload_area_true,top_factors,model,model_version,feature_set_version,generated_at,advisory
fsa,M8W,2026-01..2026-03,2026-04,355,0.0,medium,0,"complaint_diversity, prior_complaint_count, dominant_type_share, type__Boulevard Plow Damage, type__Catch Basin - Blocked / Flooding",HistGradientBoostingClassifier,workload_density_v1,v1,2026-06-07T23:47:37,Decision support only. Not a final enforcement decision. Staff review required.
fsa,M7A,2026-01..2026-03,2026-04,16,0.0,low,0,"complaint_diversity, prior_complaint_count, dominant_type_share, type__Boulevard Plow Damage, type__Catch Basin - Blocked / Flooding",HistGradientBoostingClassifier,workload_density_v1,v1,2026-06-07T23:47:37,Decision support only. Not a final enforcement decision. Staff review required.
fsa,M9B,2026-01..2026-03,2026-04,420,0.0,medium,0,"complaint_diversity, prior_complaint_count, dominant_type_share, type__Boulevard Plow Damage, type__Catch Basin - Blocked / Flooding",HistGradientBoostingClassifier,workload_density_v1,v1,2026-06-07T23:47:37,Decision support only. Not a final enforcement decision. Staff review required.
fsa,M8Z,2026-01..2026-03,2026-04,397,0.0,low,0,"complaint_diversity, prior_complaint_count, dominant_type_share, type__Boulevard Plow Damage, type__Catch Basin - Blocked / Flooding",HistGradientBoostingClassifier,workload_density_v1,v1,2026-06-07T23:47:37,Decision support only. Not a final enforcement decision. Staff review required.
fsa,M9M,2026-01..2026-03,2026-04,265,0.0,low,0,"complaint_diversity, prior_complaint_count, dominant_type_share, type__Boulevard Plow Damage, type__Catch Basin - Blocked / Flooding",HistGradientBoostingClassifier,workload_density_v1,v1,2026-06-07T23:47:37,Decision support only. Not a final enforcement decision. Staff review required.
fsa,M9L,2026-01..2026-03,2026-04,166,0.0,low,0,"complaint_diversity, prior_complaint_count, dominant_type_share, type__Boulevard Plow Damage, type__Catch Basin - Blocked / Flooding",HistGradientBoostingClassifier,workload_density_v1,v1,2026-06-07T23:47:37,Decision support only. Not a final enforcement decision. Staff review required.
fsa,M9N,2026-01..2026-03,2026-04,323,0.0,medium,0,"complaint_diversity, prior_complaint_count, dominant_type_share, type__Boulevard Plow Damage, type__Catch Basin - Blocked / Flooding",HistGradientBoostingClassifier,workload_density_v1,v1,2026-06-07T23:47:37,Decision support only. Not a final enforcement decision. Staff review required.
fsa,M9P,2026-01..2026-03,2026-04,253,0.0,medium,0,"complaint_diversity, prior_complaint_count, dominant_type_share, type__Boulevard Plow Damage, type__Catch Basin - Blocked / Flooding",HistGradientBoostingClassifier,workload_density_v1,v1,2026-06-07T23:47:37,Decision support only. Not a final enforcement decision. Staff review required.
fsa,M9R,2026-01..2026-03,2026-04,256,0.0,low,0,"complaint_diversity, prior_complaint_count, dominant_type_share, type__Boulevard Plow Damage, type__Catch Basin - Blocked / Flooding",HistGradientBoostingClassifier,workload_density_v1,v1,2026-06-07T23:47:37,Decision support only. Not a final enforcement decision. Staff review required.
fsa,M9V,2026-01..2026-03,2026-04,375,0.0,medium,0,"complaint_diversity, prior_complaint_count, dominant_type_share, type__Boulevard Plow Damage, type__Catch Basin - Blocked / Flooding",HistGradientBoostingClassifier,workload_density_v1,v1,2026-06-07T23:47:37,Decision support only. Not a final enforcement decision. Staff review required.
